docketNumber,paidOrIfp,docketDisposition,docketDispositionDate,journalDispositions,journalDispositionDates,reconciliationStatus,officialDocketUrl,reviewNote
23-7183,ifp,not_certiorari_intake,,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-7183.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-7184,ifp,denied,2024-05-13,denied,2024-05-13,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-7184.html,Current docket outcome matches at least one parsed Journal row.
23-7185,ifp,denied,2024-05-13,denied,2024-05-13,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-7185.html,Current docket outcome matches at least one parsed Journal row.
23-7186,ifp,denied,2024-05-28,denied,2024-05-28,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-7186.html,Current docket outcome matches at least one parsed Journal row.
23-7187,ifp,denied,2024-10-07,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-7187.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-7188,ifp,denied,2024-06-10,denied,2024-06-10,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-7188.html,Current docket outcome matches at least one parsed Journal row.
23-7189,ifp,denied,2024-06-10,denied,2024-06-10,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-7189.html,Current docket outcome matches at least one parsed Journal row.
23-7190,ifp,denied,2024-05-13,denied,2024-05-13,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-7190.html,Current docket outcome matches at least one parsed Journal row.
23-7191,ifp,denied,2024-06-10,denied,2024-06-10,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-7191.html,Current docket outcome matches at least one parsed Journal row.
23-7192,ifp,not_certiorari_intake,,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-7192.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-7193,ifp,denied,2024-05-20,denied,2024-05-20,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-7193.html,Current docket outcome matches at least one parsed Journal row.
23-7194,ifp,not_certiorari_intake,,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-7194.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-7195,ifp,not_certiorari_intake,,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-7195.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-7196,ifp,denied,2024-05-13,denied,2024-05-13,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-7196.html,Current docket outcome matches at least one parsed Journal row.
23-7197,ifp,denied,2024-06-17,denied,2024-06-17,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-7197.html,Current docket outcome matches at least one parsed Journal row.
23-7198,ifp,denied,2024-06-03,denied,2024-06-03,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-7198.html,Current docket outcome matches at least one parsed Journal row.
23-7199,ifp,not_certiorari_intake,,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-7199.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-7200,ifp,denied,2024-05-28,denied,2024-05-28,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-7200.html,Current docket outcome matches at least one parsed Journal row.
23-7201,ifp,denied,2024-06-10,denied,2024-06-10,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-7201.html,Current docket outcome matches at least one parsed Journal row.
23-7202,ifp,denied,2024-06-17,denied,2024-06-17,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-7202.html,Current docket outcome matches at least one parsed Journal row.
23-7203,ifp,denied,2024-05-13,denied,2024-05-13,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-7203.html,Current docket outcome matches at least one parsed Journal row.
23-7204,ifp,denied,2024-05-13,denied,2024-05-13,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-7204.html,Current docket outcome matches at least one parsed Journal row.
23-7205,ifp,denied,2024-05-13,denied,2024-05-13,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-7205.html,Current docket outcome matches at least one parsed Journal row.
23-7206,ifp,denied,2024-10-07,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-7206.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-7207,ifp,denied,2024-06-10,denied,2024-06-10,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-7207.html,Current docket outcome matches at least one parsed Journal row.
23-7208,ifp,denied,2024-06-10,denied,2024-06-10,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-7208.html,Current docket outcome matches at least one parsed Journal row.
23-7209,ifp,denied,2024-06-17,denied,2024-06-17,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-7209.html,Current docket outcome matches at least one parsed Journal row.
23-7210,ifp,denied,2024-06-17,denied,2024-06-17,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-7210.html,Current docket outcome matches at least one parsed Journal row.
23-7211,ifp,denied,2024-06-17,denied,2024-06-17,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-7211.html,Current docket outcome matches at least one parsed Journal row.
23-7212,ifp,denied,2024-06-17,denied,2024-06-17,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-7212.html,Current docket outcome matches at least one parsed Journal row.
23-7213,ifp,denied,2024-05-13,denied,2024-05-13,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-7213.html,Current docket outcome matches at least one parsed Journal row.
23-7214,ifp,denied,2024-06-17,denied,2024-06-17,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-7214.html,Current docket outcome matches at least one parsed Journal row.
23-7215,ifp,denied,2024-05-13,denied,2024-05-13,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-7215.html,Current docket outcome matches at least one parsed Journal row.
23-7216,ifp,denied,2024-06-17,denied,2024-06-17,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-7216.html,Current docket outcome matches at least one parsed Journal row.
23-7217,ifp,denied,2024-05-13,denied,2024-05-13,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-7217.html,Current docket outcome matches at least one parsed Journal row.
23-7218,ifp,ifp_fee_denied_closed,2024-09-12,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-7218.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-7219,ifp,denied,2024-06-17,denied,2024-06-17,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-7219.html,Current docket outcome matches at least one parsed Journal row.
23-7220,ifp,denied,2024-05-13,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-7220.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-7221,ifp,denied,2024-05-13,denied,2024-05-13,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-7221.html,Current docket outcome matches at least one parsed Journal row.
23-7222,ifp,denied,2024-05-13,denied,2024-05-13,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-7222.html,Current docket outcome matches at least one parsed Journal row.
23-7223,ifp,denied,2024-05-13,denied,2024-05-13,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-7223.html,Current docket outcome matches at least one parsed Journal row.
23-7224,ifp,denied,2024-06-03,denied,2024-06-03,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-7224.html,Current docket outcome matches at least one parsed Journal row.
23-7225,ifp,denied,2024-05-13,denied,2024-05-13,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-7225.html,Current docket outcome matches at least one parsed Journal row.
23-7226,ifp,denied,2024-05-13,denied,2024-05-13,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-7226.html,Current docket outcome matches at least one parsed Journal row.
23-7227,ifp,denied,2024-10-07,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-7227.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-7228,ifp,dismissed,2024-05-20,dismissed,2024-05-20,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-7228.html,Current docket outcome matches at least one parsed Journal row.
23-7229,ifp,denied,2024-05-13,denied,2024-05-13,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-7229.html,Current docket outcome matches at least one parsed Journal row.
23-7230,ifp,not_certiorari_intake,,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-7230.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-7231,ifp,denied,2024-06-17,denied,2024-06-17,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-7231.html,Current docket outcome matches at least one parsed Journal row.
23-7232,ifp,denied,2024-05-28,denied,2024-05-28,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-7232.html,Current docket outcome matches at least one parsed Journal row.
23-7233,ifp,denied,2024-06-17,denied,2024-06-17,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-7233.html,Current docket outcome matches at least one parsed Journal row.
23-7234,ifp,denied,2024-05-13,denied,2024-05-13,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-7234.html,Current docket outcome matches at least one parsed Journal row.
23-7235,ifp,denied,2024-05-13,denied,2024-05-13,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-7235.html,Current docket outcome matches at least one parsed Journal row.
23-7236,ifp,denied,2024-06-17,denied,2024-06-17,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-7236.html,Current docket outcome matches at least one parsed Journal row.
23-7237,ifp,denied,2024-06-17,denied,2024-06-17,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-7237.html,Current docket outcome matches at least one parsed Journal row.
23-7238,ifp,denied,2024-05-28,denied,2024-05-28,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-7238.html,Current docket outcome matches at least one parsed Journal row.
23-7239,ifp,denied,2024-06-24,denied,2024-06-24,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-7239.html,Current docket outcome matches at least one parsed Journal row.
23-7240,ifp,not_certiorari_intake,,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-7240.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-7241,ifp,denied,2024-06-17,denied,2024-06-17,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-7241.html,Current docket outcome matches at least one parsed Journal row.
23-7242,ifp,denied,2024-06-03,denied,2024-06-03,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-7242.html,Current docket outcome matches at least one parsed Journal row.
23-7243,ifp,denied,2024-05-28,denied,2024-05-28,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-7243.html,Current docket outcome matches at least one parsed Journal row.
23-7244,ifp,denied,2024-06-24,denied,2024-06-24,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-7244.html,Current docket outcome matches at least one parsed Journal row.
23-7245,ifp,denied,2024-06-24,denied,2024-06-24,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-7245.html,Current docket outcome matches at least one parsed Journal row.
23-7246,ifp,denied,2024-06-24,denied,2024-06-24,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-7246.html,Current docket outcome matches at least one parsed Journal row.
23-7247,ifp,denied,2024-05-20,denied,2024-05-20,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-7247.html,Current docket outcome matches at least one parsed Journal row.
23-7248,ifp,denied,2024-06-17,denied,2024-06-17,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-7248.html,Current docket outcome matches at least one parsed Journal row.
23-7249,ifp,denied,2024-10-07,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-7249.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-7250,ifp,denied,2024-06-24,denied,2024-06-24,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-7250.html,Current docket outcome matches at least one parsed Journal row.
